Supplier_ID,Supplier_Name,Component_ID,Component_Name,Unit_Price,Currency,MOQ,Lead_Time_Days,Quote_Date,Valid_Until,Payment_Terms,Quality_Rating,On_Time_Delivery
SUP-7633,LG Display,COMP-87220,Power Supply,57.12,USD,100,64,2024-11-09,2025-04-06,Net 90,99.9,90.6
SUP-9198,Sharp Corporation,COMP-54977,Main Board,77.16,USD,1000,76,2024-11-05,2025-02-03,30% Deposit,85.6,87.5
SUP-1833,JDI,COMP-21659,LED Backlight,48.06,CNY,2000,62,2024-11-09,2025-03-27,LC at Sight,98.0,99.3
SUP-6893,Visionox,COMP-69965,LCD Panel,166.01,USD,2000,73,2024-11-23,2025-03-18,LC at Sight,92.5,96.0
SUP-5383,Visionox,COMP-52324,LED Backlight,43.37,EUR,200,65,2024-11-11,2025-01-15,30% Deposit,87.5,95.5
SUP-7017,Tianma,COMP-46387,LED Backlight,17.39,USD,2000,113,2024-11-10,2025-03-06,LC at Sight,93.0,82.9
SUP-1118,JDI,COMP-62057,Power Supply,71.45,EUR,200,106,2024-11-30,2025-02-13,Net 30,99.9,81.4
SUP-4712,Samsung Display,COMP-33212,LED Backlight,33.69,CNY,2000,52,2024-11-25,2025-02-12,30% Deposit,88.0,99.4
SUP-2028,Tianma,COMP-12692,Remote Control,5.45,USD,500,54,2024-11-30,2025-03-27,30% Deposit,90.9,92.0
SUP-7006,Samsung Display,COMP-92713,Remote Control,13.79,USD,2000,31,2024-11-01,2025-04-20,LC at Sight,89.0,85.4
SUP-5097,Sharp Corporation,COMP-76142,Power Supply,63.7,USD,2000,58,2024-11-11,2025-03-08,Net 90,87.3,97.0
SUP-1071,LG Display,COMP-72521,T-Con Board,48.48,EUR,2000,37,2024-12-01,2025-03-17,Net 30,97.1,88.8
SUP-2620,BOE Technology,COMP-15506,OLED Panel,432.6,CNY,200,75,2024-11-17,2025-01-19,Net 90,96.9,97.6
SUP-7656,LG Display,COMP-14822,QLED Panel,190.34,EUR,100,119,2024-11-20,2025-04-26,Net 90,91.8,96.2
SUP-9068,Visionox,COMP-95181,Remote Control,10.13,USD,100,57,2024-11-29,2025-02-19,LC at Sight,96.8,82.2
SUP-3539,Innolux,COMP-22529,Main Board,44.6,USD,500,70,2024-11-29,2025-03-10,Net 90,86.6,92.2
SUP-2927,Sharp Corporation,COMP-96503,Power Supply,78.45,CNY,1000,110,2024-11-24,2025-03-18,Net 90,91.9,84.0
SUP-3489,LG Display,COMP-86485,QLED Panel,171.95,USD,100,95,2024-11-19,2025-03-19,30% Deposit,95.0,94.4
SUP-4976,Innolux,COMP-51799,Stand,32.01,CNY,500,115,2024-11-03,2025-03-06,Net 60,91.9,88.0
SUP-4572,AU Optronics,COMP-97468,LCD Panel,219.42,USD,2000,69,2024-11-29,2025-03-23,Net 30,97.9,90.8
SUP-9798,Samsung Display,COMP-98975,LCD Panel,55.02,USD,200,67,2024-11-12,2025-02-09,Net 90,94.2,95.7
SUP-5136,Visionox,COMP-51538,Stand,10.62,CNY,100,30,2024-11-07,2025-03-12,LC at Sight,85.7,92.2
SUP-6803,JDI,COMP-85600,OLED Panel,480.41,USD,500,41,2024-11-10,2025-01-26,Net 30,88.1,92.3
SUP-5881,AU Optronics,COMP-14063,Stand,24.82,USD,1000,52,2024-11-22,2025-03-23,Net 60,95.3,100.0
SUP-5369,Samsung Display,COMP-86797,OLED Panel,620.33,CNY,500,62,2024-11-26,2025-05-04,Net 30,91.5,97.2
SUP-9297,AU Optronics,COMP-72953,Stand,19.06,USD,200,46,2024-11-06,2025-04-19,Net 30,91.8,92.1
SUP-9138,TCL CSOT,COMP-25069,Bezel,19.53,USD,100,39,2024-11-22,2025-04-10,LC at Sight,98.5,97.5
SUP-6873,Tianma,COMP-90207,Stand,12.63,EUR,200,112,2024-11-12,2025-03-26,Net 90,95.9,92.7
SUP-9076,Tianma,COMP-58934,LED Backlight,10.15,CNY,200,89,2024-11-19,2025-04-06,30% Deposit,88.6,97.0
SUP-8692,LG Display,COMP-55278,LCD Panel,166.5,USD,1000,100,2024-12-01,2025-02-03,Net 30,98.9,89.0
SUP-7090,Visionox,COMP-19142,Remote Control,6.56,EUR,500,106,2024-12-01,2025-02-01,Net 90,93.3,95.8
SUP-7358,TCL CSOT,COMP-39602,Remote Control,12.76,USD,500,56,2024-11-02,2025-04-18,Net 30,88.8,92.9
SUP-3881,TCL CSOT,COMP-86800,Bezel,12.38,USD,500,55,2024-11-16,2025-03-25,Net 30,97.5,90.4
SUP-6821,TCL CSOT,COMP-88346,Main Board,117.1,CNY,100,51,2024-11-06,2025-01-28,Net 60,99.4,82.1
SUP-2411,Samsung Display,COMP-50929,Stand,37.21,USD,2000,100,2024-11-23,2025-03-01,LC at Sight,98.8,85.4
SUP-1373,AU Optronics,COMP-51945,Bezel,5.6,EUR,500,88,2024-11-28,2025-02-20,LC at Sight,98.1,95.9
SUP-5861,Sharp Corporation,COMP-83593,Stand,20.05,USD,1000,85,2024-11-17,2025-01-23,Net 90,86.1,80.2
SUP-3203,LG Display,COMP-68883,Stand,29.77,USD,500,107,2024-11-11,2025-04-02,Net 30,92.5,84.8
SUP-3080,Visionox,COMP-64827,Remote Control,7.06,USD,500,115,2024-11-10,2025-01-16,Net 60,90.3,84.3
SUP-5997,Visionox,COMP-93003,Main Board,66.84,CNY,500,32,2024-11-13,2025-01-21,LC at Sight,91.5,98.6
SUP-7216,JDI,COMP-72425,OLED Panel,458.4,CNY,2000,60,2024-11-12,2025-03-20,Net 90,93.7,87.7
SUP-8071,Sharp Corporation,COMP-88007,OLED Panel,718.14,USD,2000,77,2024-11-16,2025-05-04,Net 90,86.4,92.5
SUP-8328,JDI,COMP-27585,Stand,19.8,USD,100,87,2024-11-21,2025-02-25,30% Deposit,98.8,88.0
SUP-8449,JDI,COMP-70132,LCD Panel,216.37,USD,2000,53,2024-12-01,2025-04-19,30% Deposit,85.1,92.8
SUP-5675,Samsung Display,COMP-29005,Power Supply,75.28,CNY,2000,98,2024-11-30,2025-05-27,Net 90,93.7,95.9
SUP-7655,Visionox,COMP-37047,T-Con Board,52.6,EUR,2000,113,2024-11-19,2025-04-16,Net 90,91.7,81.3
SUP-1806,Tianma,COMP-40300,T-Con Board,46.04,USD,200,70,2024-11-22,2025-02-14,30% Deposit,92.6,97.3
SUP-8581,Tianma,COMP-22547,Remote Control,6.99,USD,200,103,2024-11-03,2025-04-25,LC at Sight,99.3,94.2
SUP-4831,AU Optronics,COMP-95393,OLED Panel,624.32,USD,200,33,2024-11-06,2025-03-20,LC at Sight,99.3,99.4
SUP-7831,Sharp Corporation,COMP-41361,T-Con Board,28.5,USD,100,34,2024-11-10,2025-02-24,Net 30,85.8,82.3
SUP-1662,JDI,COMP-59984,T-Con Board,32.74,USD,100,57,2024-11-19,2025-01-31,LC at Sight,86.5,99.0
SUP-4301,AU Optronics,COMP-70003,QLED Panel,464.47,EUR,200,103,2024-11-21,2025-03-26,Net 60,96.0,90.8
SUP-3052,TCL CSOT,COMP-81342,Power Supply,36.23,USD,100,59,2024-11-11,2025-04-18,Net 30,91.6,83.8
SUP-2877,LG Display,COMP-47403,Stand,17.74,USD,1000,91,2024-11-28,2025-03-17,Net 60,89.8,82.0
SUP-2961,Sharp Corporation,COMP-22514,QLED Panel,375.56,CNY,100,98,2024-11-05,2025-02-07,30% Deposit,92.9,94.2
SUP-3540,AU Optronics,COMP-68443,T-Con Board,47.33,USD,200,109,2024-11-25,2025-03-18,LC at Sight,89.8,84.9
SUP-8857,Visionox,COMP-79035,LED Backlight,14.91,EUR,500,106,2024-11-17,2025-02-21,LC at Sight,99.4,95.6
SUP-4940,Visionox,COMP-65189,Remote Control,9.29,CNY,500,111,2024-11-30,2025-05-11,Net 60,98.1,93.0
SUP-3400,BOE Technology,COMP-53246,LED Backlight,45.51,USD,100,73,2024-11-28,2025-02-15,Net 30,86.1,86.6
SUP-2596,JDI,COMP-63866,LED Backlight,19.79,CNY,100,34,2024-11-23,2025-03-28,30% Deposit,98.4,86.4
SUP-1520,AU Optronics,COMP-92153,LED Backlight,26.46,EUR,1000,47,2024-11-30,2025-04-17,Net 30,98.1,93.2
SUP-1936,TCL CSOT,COMP-68182,Main Board,50.72,USD,100,56,2024-11-22,2025-04-17,30% Deposit,95.8,91.2
SUP-7643,LG Display,COMP-63649,T-Con Board,48.04,CNY,500,108,2024-11-25,2025-04-19,30% Deposit,99.9,90.3
SUP-2553,TCL CSOT,COMP-85068,Main Board,52.3,USD,2000,120,2024-11-06,2025-01-06,30% Deposit,89.1,99.0
SUP-7673,BOE Technology,COMP-55993,Power Supply,79.44,CNY,2000,32,2024-11-28,2025-05-20,Net 90,87.7,81.3
SUP-2211,BOE Technology,COMP-19769,LCD Panel,232.12,USD,500,67,2024-11-17,2025-05-12,Net 30,95.4,82.4
SUP-4654,LG Display,COMP-73034,LED Backlight,12.31,USD,200,116,2024-11-06,2025-01-23,30% Deposit,98.8,92.1
SUP-3079,Innolux,COMP-99524,T-Con Board,25.46,USD,100,102,2024-11-27,2025-02-14,Net 60,94.2,88.6
SUP-9335,Innolux,COMP-98091,Stand,16.06,USD,2000,57,2024-11-02,2025-03-15,30% Deposit,85.8,80.1
SUP-9080,Samsung Display,COMP-60723,LED Backlight,40.14,USD,100,120,2024-11-19,2025-04-30,LC at Sight,91.6,94.1
SUP-4058,Visionox,COMP-31277,LCD Panel,134.41,CNY,200,39,2024-11-03,2025-01-25,Net 90,91.7,81.2
SUP-6157,Visionox,COMP-57968,Remote Control,5.39,EUR,200,108,2024-12-01,2025-03-18,Net 90,91.5,88.1
SUP-8366,TCL CSOT,COMP-15477,Bezel,15.58,CNY,1000,74,2024-11-30,2025-03-31,LC at Sight,90.3,84.8
SUP-9831,Visionox,COMP-41371,Remote Control,3.73,USD,2000,50,2024-11-18,2025-04-28,Net 60,98.9,87.2
SUP-6226,LG Display,COMP-87403,T-Con Board,56.51,USD,500,60,2024-11-12,2025-02-17,LC at Sight,88.5,97.3
SUP-2902,Visionox,COMP-46439,LED Backlight,36.72,USD,1000,86,2024-11-04,2025-04-12,Net 30,93.1,88.2
SUP-9209,LG Display,COMP-81958,Power Supply,42.18,USD,500,43,2024-11-15,2025-03-02,Net 90,91.0,91.7
SUP-9696,TCL CSOT,COMP-54115,Bezel,21.8,USD,100,75,2024-11-23,2025-03-18,30% Deposit,95.3,90.5
SUP-7653,Samsung Display,COMP-25310,LCD Panel,278.46,CNY,500,80,2024-12-01,2025-05-10,Net 30,96.7,93.6
SUP-2194,Visionox,COMP-83202,OLED Panel,350.34,USD,2000,60,2024-11-15,2025-03-28,30% Deposit,87.9,96.9
SUP-8378,Tianma,COMP-18355,LED Backlight,49.07,USD,2000,55,2024-11-07,2025-01-22,LC at Sight,98.6,89.7
SUP-7860,LG Display,COMP-67326,Power Supply,28.98,CNY,100,113,2024-11-15,2025-03-07,Net 60,97.5,80.3
SUP-6864,Visionox,COMP-29598,QLED Panel,332.43,EUR,500,100,2024-11-15,2025-02-12,Net 60,92.9,87.2
SUP-1566,LG Display,COMP-99826,QLED Panel,218.23,EUR,200,110,2024-11-08,2025-01-24,Net 90,99.2,95.7
SUP-9459,TCL CSOT,COMP-12523,Remote Control,9.16,EUR,100,44,2024-11-05,2025-04-28,Net 60,94.2,85.1
SUP-1086,JDI,COMP-50118,LCD Panel,219.63,USD,200,49,2024-11-19,2025-02-05,LC at Sight,98.7,99.1
SUP-8261,AU Optronics,COMP-80657,Power Supply,21.33,USD,100,51,2024-11-11,2025-03-22,Net 90,91.7,87.1
SUP-7204,Samsung Display,COMP-14494,Stand,15.31,CNY,500,83,2024-11-26,2025-04-06,Net 90,97.0,92.9
SUP-5590,TCL CSOT,COMP-18239,Bezel,22.47,CNY,1000,57,2024-11-17,2025-01-17,Net 90,98.0,90.7
SUP-3428,Innolux,COMP-49384,LED Backlight,27.71,CNY,2000,37,2024-11-29,2025-05-05,30% Deposit,98.9,88.0
SUP-7513,LG Display,COMP-53818,LCD Panel,90.58,USD,100,77,2024-11-13,2025-01-20,30% Deposit,86.2,80.1
SUP-6937,AU Optronics,COMP-11190,QLED Panel,115.93,USD,500,59,2024-11-05,2025-03-11,Net 90,98.4,98.6
SUP-2186,TCL CSOT,COMP-56821,Stand,26.51,CNY,200,102,2024-11-15,2025-02-04,Net 30,93.9,95.0
SUP-9901,Sharp Corporation,COMP-67024,LCD Panel,80.77,USD,100,76,2024-11-15,2025-03-16,Net 90,88.7,87.5
SUP-4296,Sharp Corporation,COMP-77782,QLED Panel,175.78,USD,2000,35,2024-11-16,2025-04-04,LC at Sight,88.6,84.1
SUP-4805,TCL CSOT,COMP-52869,Stand,37.65,EUR,100,45,2024-11-30,2025-03-17,Net 30,97.2,97.8
SUP-5039,Sharp Corporation,COMP-54596,QLED Panel,419.38,USD,1000,67,2024-11-05,2025-02-01,Net 30,91.9,83.9
SUP-1774,Innolux,COMP-79460,T-Con Board,30.84,USD,2000,93,2024-11-08,2025-04-19,LC at Sight,94.7,89.4
SUP-2655,Sharp Corporation,COMP-27674,Power Supply,71.1,EUR,1000,100,2024-11-07,2025-01-31,Net 30,85.4,89.3
SUP-1055,Samsung Display,COMP-78031,Main Board,67.94,CNY,2000,90,2024-11-14,2025-04-18,LC at Sight,95.2,92.1
SUP-9753,Sharp Corporation,COMP-62239,Stand,38.39,USD,200,33,2024-11-19,2025-03-11,Net 30,93.3,83.1
SUP-9582,Sharp Corporation,COMP-73666,Bezel,23.34,USD,100,93,2024-11-02,2025-04-22,30% Deposit,89.6,83.2
SUP-5513,Visionox,COMP-37121,LCD Panel,192.82,EUR,100,86,2024-11-28,2025-04-25,Net 90,90.4,87.4
SUP-4211,BOE Technology,COMP-42998,LCD Panel,66.96,EUR,500,101,2024-11-24,2025-04-03,30% Deposit,90.7,80.9
SUP-4171,Innolux,COMP-79023,QLED Panel,427.42,USD,100,101,2024-11-21,2025-03-23,Net 60,92.2,86.1
SUP-8804,TCL CSOT,COMP-52060,QLED Panel,403.79,USD,1000,104,2024-11-01,2025-04-06,Net 30,95.0,97.9
SUP-8048,Samsung Display,COMP-87645,Power Supply,67.36,USD,200,52,2024-11-20,2025-04-13,Net 30,90.6,99.8
SUP-1136,BOE Technology,COMP-55328,T-Con Board,55.84,USD,1000,72,2024-11-13,2025-04-07,Net 90,96.1,91.2
SUP-2845,BOE Technology,COMP-30891,OLED Panel,503.37,USD,1000,64,2024-11-24,2025-05-17,Net 60,89.0,90.9
SUP-1138,JDI,COMP-40185,T-Con Board,48.33,USD,200,58,2024-11-09,2025-02-02,LC at Sight,94.2,91.6
SUP-4686,Tianma,COMP-33910,Stand,28.8,USD,2000,118,2024-11-24,2025-02-07,30% Deposit,86.3,93.2
SUP-6916,Visionox,COMP-36017,QLED Panel,482.08,EUR,1000,64,2024-11-03,2025-02-25,LC at Sight,85.6,88.0
SUP-2548,LG Display,COMP-53053,LCD Panel,111.47,EUR,100,104,2024-11-02,2025-04-16,Net 60,98.8,87.0
SUP-2033,Tianma,COMP-59584,QLED Panel,462.61,USD,1000,90,2024-11-11,2025-01-29,Net 30,91.5,92.4
SUP-9591,Sharp Corporation,COMP-21699,T-Con Board,25.64,USD,200,33,2024-11-30,2025-04-06,Net 30,98.4,84.9
SUP-5490,Samsung Display,COMP-16778,Power Supply,50.84,CNY,500,119,2024-11-07,2025-04-07,Net 90,97.2,99.4
SUP-2228,Samsung Display,COMP-68544,Power Supply,37.94,USD,500,91,2024-11-09,2025-02-08,LC at Sight,87.7,91.1
SUP-9362,Sharp Corporation,COMP-14814,LED Backlight,36.84,USD,1000,35,2024-11-04,2025-04-24,Net 90,92.1,84.4
SUP-2935,BOE Technology,COMP-94114,LED Backlight,38.82,USD,2000,67,2024-11-15,2025-04-27,30% Deposit,99.2,85.5
SUP-6390,Tianma,COMP-68265,Power Supply,68.31,USD,100,79,2024-11-21,2025-05-06,30% Deposit,86.2,87.9
SUP-9148,AU Optronics,COMP-71429,T-Con Board,34.09,CNY,500,42,2024-11-11,2025-02-06,Net 60,87.5,82.7
SUP-6181,LG Display,COMP-33970,Stand,10.93,EUR,2000,37,2024-11-12,2025-03-23,Net 30,89.1,94.4
SUP-7821,Tianma,COMP-32872,Remote Control,3.48,EUR,100,43,2024-11-13,2025-02-19,30% Deposit,98.5,89.4
SUP-4778,Sharp Corporation,COMP-97843,Stand,30.18,USD,1000,77,2024-11-08,2025-03-16,Net 60,88.4,87.5
SUP-2054,TCL CSOT,COMP-34354,Bezel,23.89,CNY,100,53,2024-11-18,2025-03-23,Net 60,94.2,97.6
SUP-9253,BOE Technology,COMP-43819,Stand,35.62,USD,200,76,2024-11-25,2025-03-29,Net 60,98.2,98.6
SUP-8235,Innolux,COMP-45366,Power Supply,66.98,EUR,100,109,2024-11-27,2025-04-22,Net 60,97.7,91.6
SUP-8127,LG Display,COMP-58474,LCD Panel,112.74,USD,500,111,2024-11-22,2025-01-22,Net 90,96.9,92.9
SUP-7004,BOE Technology,COMP-65801,T-Con Board,39.01,EUR,100,88,2024-11-26,2025-03-30,Net 30,93.9,89.3
SUP-4214,Sharp Corporation,COMP-21869,LED Backlight,48.72,CNY,1000,49,2024-11-15,2025-04-20,Net 30,86.2,95.9
SUP-6545,JDI,COMP-72813,QLED Panel,382.76,USD,200,109,2024-11-29,2025-04-18,30% Deposit,90.9,90.5
SUP-7521,Visionox,COMP-68723,T-Con Board,40.69,EUR,1000,36,2024-11-12,2025-01-22,Net 30,87.1,85.0
SUP-4260,Innolux,COMP-71215,Bezel,10.49,USD,200,110,2024-11-13,2025-01-24,LC at Sight,96.2,98.2
SUP-7823,Innolux,COMP-17417,Main Board,79.48,USD,500,67,2024-11-17,2025-02-05,Net 30,86.9,81.2
SUP-3195,Visionox,COMP-68420,LCD Panel,157.12,USD,200,108,2024-11-02,2025-02-15,Net 90,100.0,84.9
SUP-6260,Innolux,COMP-13512,T-Con Board,16.3,USD,100,40,2024-11-22,2025-02-20,30% Deposit,95.3,96.5
SUP-9060,Innolux,COMP-66473,QLED Panel,360.31,EUR,100,46,2024-11-26,2025-03-23,Net 90,88.1,81.4
SUP-1835,BOE Technology,COMP-39648,Main Board,84.61,EUR,100,50,2024-11-17,2025-02-26,Net 30,85.4,99.6
SUP-1871,Visionox,COMP-86734,QLED Panel,456.92,USD,200,36,2024-11-15,2025-04-30,30% Deposit,93.9,98.2
SUP-4228,Samsung Display,COMP-80236,LED Backlight,38.26,USD,200,117,2024-11-14,2025-02-18,30% Deposit,94.8,97.1
SUP-4756,Tianma,COMP-17448,OLED Panel,792.05,USD,100,84,2024-11-11,2025-02-22,Net 90,86.0,96.5
SUP-1855,Visionox,COMP-57365,Remote Control,8.88,USD,1000,86,2024-11-28,2025-05-04,Net 60,96.7,92.0
SUP-2766,BOE Technology,COMP-79061,QLED Panel,464.86,USD,2000,47,2024-11-01,2025-03-11,Net 60,98.8,89.6
SUP-8196,Sharp Corporation,COMP-95311,Remote Control,3.94,USD,200,91,2024-11-07,2025-01-12,Net 30,89.3,86.1
SUP-4454,Samsung Display,COMP-58899,LCD Panel,141.35,USD,500,100,2024-11-15,2025-05-14,LC at Sight,90.1,93.8
SUP-3804,BOE Technology,COMP-54903,Remote Control,4.57,EUR,100,38,2024-11-23,2025-05-19,Net 60,98.3,87.7
SUP-3622,Sharp Corporation,COMP-72859,Stand,27.59,EUR,500,94,2024-11-21,2025-04-10,Net 30,87.9,80.5
SUP-2405,LG Display,COMP-18497,LCD Panel,260.54,EUR,100,35,2024-11-25,2025-01-24,LC at Sight,89.9,93.7
SUP-4101,Samsung Display,COMP-81019,Main Board,106.32,USD,1000,47,2024-11-10,2025-02-11,LC at Sight,95.1,85.5
SUP-4412,BOE Technology,COMP-70707,LCD Panel,80.91,EUR,1000,78,2024-11-19,2025-01-18,LC at Sight,87.5,90.9
SUP-3253,Visionox,COMP-90909,LED Backlight,19.26,USD,1000,33,2024-11-16,2025-04-09,Net 90,86.2,87.8
SUP-6949,Tianma,COMP-19381,Bezel,15.45,USD,200,80,2024-11-08,2025-04-08,LC at Sight,87.7,93.7
SUP-6865,JDI,COMP-58220,QLED Panel,374.89,USD,1000,49,2024-11-01,2025-03-17,Net 90,86.3,81.7
SUP-5279,JDI,COMP-95723,Bezel,9.66,CNY,500,67,2024-11-27,2025-03-15,30% Deposit,88.1,89.2
SUP-6807,LG Display,COMP-70909,Remote Control,10.85,EUR,500,89,2024-11-17,2025-04-19,30% Deposit,97.8,80.9
SUP-2649,BOE Technology,COMP-91109,Stand,25.06,USD,2000,107,2024-11-11,2025-05-02,Net 60,95.6,88.8
SUP-9914,LG Display,COMP-79491,OLED Panel,379.73,USD,200,112,2024-11-29,2025-05-05,Net 90,95.7,80.9
SUP-6243,Visionox,COMP-10045,LCD Panel,216.1,USD,2000,78,2024-11-12,2025-02-21,Net 60,86.7,97.4
SUP-9743,AU Optronics,COMP-76981,Bezel,7.67,CNY,500,47,2024-11-11,2025-02-19,Net 90,87.1,97.6
SUP-4782,Samsung Display,COMP-30038,OLED Panel,641.38,CNY,100,68,2024-11-29,2025-04-18,Net 60,96.3,84.0
SUP-7618,Visionox,COMP-49174,Stand,14.65,USD,100,75,2024-11-09,2025-03-03,Net 90,94.9,92.4
SUP-9491,Visionox,COMP-70684,Bezel,15.27,USD,1000,65,2024-11-13,2025-04-05,LC at Sight,91.0,86.0
SUP-4747,BOE Technology,COMP-98561,QLED Panel,496.47,EUR,100,34,2024-11-27,2025-03-01,Net 30,89.9,87.4
SUP-6663,LG Display,COMP-85155,Main Board,72.93,USD,100,47,2024-11-03,2025-04-30,Net 30,97.3,85.1
SUP-7173,JDI,COMP-62044,Power Supply,55.68,USD,200,72,2024-11-25,2025-05-21,Net 60,99.8,92.1
SUP-1208,TCL CSOT,COMP-16881,LED Backlight,31.99,USD,100,87,2024-11-12,2025-03-26,LC at Sight,98.0,99.5
SUP-9387,BOE Technology,COMP-42690,OLED Panel,655.44,USD,500,100,2024-11-06,2025-04-10,LC at Sight,89.1,89.9
SUP-2109,JDI,COMP-24699,OLED Panel,584.83,USD,200,45,2024-11-15,2025-04-03,30% Deposit,91.3,92.7
SUP-8706,TCL CSOT,COMP-37727,Power Supply,28.83,EUR,100,81,2024-11-04,2025-04-17,Net 60,86.9,92.3
SUP-8915,BOE Technology,COMP-87667,LED Backlight,30.61,USD,2000,109,2024-11-01,2025-04-23,Net 60,97.4,96.0
SUP-7178,AU Optronics,COMP-46165,Stand,34.5,EUR,500,94,2024-11-28,2025-04-13,Net 60,93.5,85.7
SUP-8780,Innolux,COMP-74416,Remote Control,6.75,USD,200,113,2024-11-16,2025-04-29,30% Deposit,97.8,81.5
SUP-7586,Visionox,COMP-95928,Power Supply,61.14,EUR,100,120,2024-11-15,2025-02-01,Net 60,96.6,97.2
SUP-7910,LG Display,COMP-24792,Power Supply,23.99,USD,100,118,2024-11-12,2025-01-26,Net 60,98.6,94.9
SUP-9931,Sharp Corporation,COMP-52639,LCD Panel,280.29,EUR,1000,31,2024-11-28,2025-02-05,30% Deposit,88.5,81.6
SUP-8363,BOE Technology,COMP-92968,Remote Control,3.86,USD,2000,116,2024-11-05,2025-04-09,Net 60,92.8,82.7
SUP-7995,AU Optronics,COMP-56719,LED Backlight,36.84,USD,100,61,2024-11-07,2025-01-18,Net 30,97.5,80.7
SUP-4652,BOE Technology,COMP-88489,Power Supply,50.76,USD,2000,55,2024-11-24,2025-02-04,Net 90,91.5,92.5
SUP-3299,JDI,COMP-83001,Stand,9.47,CNY,500,92,2024-11-09,2025-03-09,Net 90,90.2,98.1
SUP-8257,Visionox,COMP-66149,QLED Panel,383.98,USD,1000,99,2024-11-01,2025-04-27,Net 90,89.4,81.5
SUP-8227,BOE Technology,COMP-45146,T-Con Board,32.17,USD,1000,82,2024-11-19,2025-04-02,LC at Sight,90.3,81.9
SUP-5213,BOE Technology,COMP-95131,LED Backlight,13.92,USD,1000,118,2024-11-10,2025-04-12,30% Deposit,86.6,88.3
SUP-5819,TCL CSOT,COMP-30865,LED Backlight,26.22,USD,100,70,2024-11-06,2025-02-21,Net 60,98.9,89.5
SUP-2482,AU Optronics,COMP-54382,Remote Control,6.67,USD,200,110,2024-11-13,2025-03-18,Net 90,92.8,96.8
SUP-4500,Visionox,COMP-42580,T-Con Board,34.31,EUR,100,86,2024-11-15,2025-02-25,Net 90,92.9,84.0
SUP-8139,Samsung Display,COMP-95941,Remote Control,3.92,CNY,100,32,2024-11-06,2025-01-05,LC at Sight,94.3,87.1
SUP-7272,Samsung Display,COMP-68475,Main Board,113.86,USD,500,63,2024-11-03,2025-02-17,Net 90,97.0,87.1
SUP-1432,Samsung Display,COMP-53039,QLED Panel,105.35,CNY,500,42,2024-11-01,2025-01-07,Net 60,93.4,99.7
SUP-4163,Samsung Display,COMP-50741,T-Con Board,50.56,EUR,500,55,2024-11-02,2025-04-03,Net 60,89.2,84.4
SUP-4199,JDI,COMP-78424,QLED Panel,190.98,USD,2000,78,2024-11-28,2025-04-03,Net 60,95.2,97.8
SUP-7476,TCL CSOT,COMP-99897,T-Con Board,33.09,EUR,2000,72,2024-11-15,2025-04-13,30% Deposit,99.3,97.6
SUP-8894,Innolux,COMP-40030,Bezel,15.98,EUR,500,91,2024-11-21,2025-04-10,LC at Sight,87.2,88.0
SUP-6727,Visionox,COMP-95604,Power Supply,25.88,USD,2000,80,2024-11-30,2025-03-05,Net 30,98.5,93.3
SUP-1807,Innolux,COMP-74109,Main Board,36.49,EUR,2000,103,2024-11-23,2025-05-10,LC at Sight,86.2,92.2
SUP-5059,JDI,COMP-70411,Remote Control,4.47,USD,200,117,2024-11-09,2025-02-14,Net 60,99.3,91.3
SUP-8985,Visionox,COMP-56535,Stand,34.66,CNY,2000,73,2024-11-03,2025-02-27,Net 30,97.8,93.9
SUP-1939,LG Display,COMP-36030,Power Supply,53.64,USD,500,56,2024-11-21,2025-03-05,LC at Sight,94.6,81.1
SUP-1151,Visionox,COMP-36505,Stand,10.97,USD,200,35,2024-11-15,2025-02-19,Net 90,91.0,90.1
SUP-3306,Innolux,COMP-20966,Stand,31.82,USD,500,119,2024-11-12,2025-01-18,LC at Sight,95.8,89.1
SUP-1408,Visionox,COMP-13834,QLED Panel,293.24,CNY,100,44,2024-11-06,2025-04-14,Net 90,87.6,89.3
SUP-2559,Tianma,COMP-86561,Main Board,98.17,USD,1000,106,2024-11-10,2025-01-15,30% Deposit,99.7,87.0
SUP-1562,TCL CSOT,COMP-83990,Remote Control,11.68,CNY,2000,107,2024-11-14,2025-03-04,LC at Sight,94.7,83.5
SUP-1999,Tianma,COMP-60852,LCD Panel,59.45,USD,1000,57,2024-11-26,2025-03-03,LC at Sight,87.6,80.1
SUP-5820,JDI,COMP-70755,Bezel,8.64,USD,200,101,2024-11-10,2025-05-01,30% Deposit,92.1,81.4
SUP-7818,BOE Technology,COMP-13429,Power Supply,51.83,USD,1000,34,2024-11-19,2025-04-07,Net 30,87.2,85.0
SUP-3661,Sharp Corporation,COMP-45966,Remote Control,12.03,USD,100,95,2024-12-01,2025-05-16,Net 90,92.6,91.5
SUP-8093,BOE Technology,COMP-86867,Main Board,67.49,USD,500,104,2024-11-19,2025-03-15,Net 90,93.5,93.9
SUP-1540,Tianma,COMP-78985,T-Con Board,28.85,EUR,2000,53,2024-11-29,2025-02-14,Net 90,94.9,90.7
SUP-5876,Innolux,COMP-19264,T-Con Board,15.58,CNY,100,61,2024-12-01,2025-02-09,30% Deposit,98.6,88.6
SUP-4837,Samsung Display,COMP-17407,Bezel,20.12,EUR,100,111,2024-11-15,2025-01-22,Net 60,93.9,90.4
SUP-2407,Tianma,COMP-28202,Bezel,17.42,USD,2000,62,2024-11-09,2025-02-03,30% Deposit,93.3,81.8
